ClientIP,RequestCountByIP,AverageBytesByIP,Hour,Anomaly
192.84.239.144,1,2803.0,13.0,Normal
192.86.107.6,1,4289.0,18.0,Normal
192.87.240.107,1,3983.0,2.0,Normal
192.88.206.163,87,18141.05747126437,13.379310344827585,Anomaly
192.92.23.100,1,2809.0,22.0,Normal
192.99.162.14,1,4036.0,12.0,Normal
193.108.126.197,1,3494.0,20.0,Normal
193.11.227.79,1,4289.0,22.0,Normal
193.124.31.222,1,3358.0,1.0,Normal
193.128.192.229,1,4066.0,22.0,Normal
193.133.91.236,1,3889.0,20.0,Normal
193.134.220.249,95,6074.010526315789,13.76842105263158,Anomaly
193.138.191.27,1,5189.0,14.0,Normal
193.139.249.117,1,3441.0,12.0,Normal
193.145.78.61,1,4067.0,15.0,Normal
193.151.97.153,1,3751.0,10.0,Normal
193.164.74.8,1,4082.0,18.0,Normal
193.169.203.254,1,4103.0,1.0,Normal
193.169.21.52,1,4094.0,15.0,Normal
193.169.33.186,1,3891.0,23.0,Normal
193.18.247.110,1,4069.0,4.0,Normal
193.185.197.110,1,3895.0,12.0,Normal
193.186.12.223,1,3753.0,16.0,Normal
193.188.246.176,1,3414.0,16.0,Normal
193.192.73.70,1,3451.0,22.0,Normal
193.204.143.223,1,4046.0,15.0,Normal
193.206.235.29,33,10403.90909090909,14.090909090909092,Anomaly
193.21.131.205,1,5960.0,20.0,Normal
193.213.86.49,1,5250.0,21.0,Normal
193.22.241.200,1,4296.0,17.0,Normal
193.232.29.142,1,4290.0,15.0,Normal
193.233.180.120,1,4074.0,14.0,Normal
193.233.94.186,1,4108.0,20.0,Normal
193.239.167.179,1,3357.0,11.0,Normal
193.32.55.105,2,3352.5,2.0,Anomaly
193.40.102.204,1,8015.0,23.0,Anomaly
193.42.226.10,1,4042.0,4.0,Normal
193.49.9.21,1,3511.0,11.0,Normal
193.5.139.230,1,4073.0,11.0,Normal
193.55.173.207,1,4068.0,17.0,Normal
193.55.54.246,1,3484.0,14.0,Normal
193.6.212.78,1,4038.0,18.0,Normal
193.61.96.66,1,4668.0,6.0,Normal
193.64.45.251,1,4030.0,17.0,Normal
193.65.54.168,1,3938.0,0.0,Normal
193.68.7.113,1,3508.0,20.0,Normal
193.81.239.246,1,3892.0,16.0,Normal
193.82.135.248,1,4713.0,17.0,Normal
193.85.156.198,1,3457.0,11.0,Normal
193.90.76.204,1,4720.0,22.0,Normal
193.94.101.128,1,3261.0,15.0,Normal
193.97.236.28,1,2887.0,5.0,Normal
1934:bf53:47a1:e9b9:3bce:bdf8:6f33:6f45,1,2937.0,1.0,Normal
193c:d655:3b64:7e02:1e65:2cb4:ce12:ff6d,1,4102.0,18.0,Normal
193e:850f:17a2:7c0f:fb72:1600:7509:e90,1,3369.0,17.0,Normal
194.1.248.239,1,4098.0,19.0,Normal
194.1.90.141,1,3413.0,20.0,Normal
194.101.156.228,1,3990.0,16.0,Normal
194.106.63.130,1,3921.0,22.0,Normal
194.110.107.245,1,4067.0,17.0,Normal
194.112.153.200,1,3511.0,14.0,Normal
194.113.251.189,2,4058.0,14.0,Normal
194.115.31.229,1,2982.0,17.0,Normal
194.124.35.207,1,3461.0,13.0,Normal
194.129.126.30,1,4095.0,15.0,Normal
194.135.183.158,1,3139.0,13.0,Normal
194.137.218.231,1,2782.0,1.0,Normal
194.139.118.231,1,3413.0,14.0,Normal
194.14.225.107,1,6084.0,0.0,Anomaly
194.143.89.200,1,4068.0,20.0,Normal
194.146.8.12,1,4073.0,12.0,Normal
194.149.35.149,1,2779.0,21.0,Normal
194.15.139.143,1,2807.0,23.0,Normal
194.152.151.63,1,6562.0,20.0,Normal
194.159.113.226,1,4345.0,6.0,Normal
194.177.115.11,1,4052.0,21.0,Normal
194.177.15.142,1,3559.0,15.0,Normal
194.179.227.161,1,4138.0,14.0,Normal
194.179.48.109,1,3990.0,8.0,Normal
194.184.124.104,1,3539.0,12.0,Normal
194.188.171.180,1,3890.0,19.0,Normal
194.188.4.168,9,2718.0,12.777777777777779,Anomaly
194.191.96.30,1,3436.0,10.0,Normal
194.193.156.106,1,3406.0,15.0,Normal
194.194.20.222,1,3438.0,15.0,Normal
194.197.21.142,1,2781.0,21.0,Normal
194.197.53.81,1,2809.0,12.0,Normal
194.198.85.47,1,4054.0,10.0,Normal
194.198.87.174,1,3578.0,23.0,Normal
194.2.250.233,1,3418.0,8.0,Normal
194.208.93.173,1,4052.0,18.0,Normal
194.21.252.2,1,4062.0,17.0,Normal
194.210.177.222,1,3457.0,13.0,Normal
194.213.254.183,1,5266.0,20.0,Normal
194.220.45.55,1,3936.0,17.0,Normal
194.230.200.74,1,4151.0,15.0,Normal
194.231.194.169,1,4107.0,14.0,Normal
194.232.22.36,1,3391.0,12.0,Normal
194.236.116.95,1,3406.0,20.0,Normal
194.238.253.147,1,3474.0,21.0,Normal
194.243.82.98,1,4276.0,18.0,Normal
194.245.155.20,1,5134.0,12.0,Normal
194.251.223.174,1,3464.0,14.0,Normal
194.251.255.188,1,3542.0,16.0,Normal
194.253.111.242,1,3444.0,15.0,Normal
194.254.137.226,1,4192.0,22.0,Normal
194.27.124.165,1,4101.0,20.0,Normal
194.29.227.41,1,4071.0,21.0,Normal
194.31.159.197,1,2971.0,22.0,Normal
194.38.70.234,1,3893.0,4.0,Normal
194.49.117.154,1,4074.0,14.0,Normal
194.53.52.49,1,4016.0,9.0,Normal
194.72.18.230,2,3423.0,18.0,Anomaly
194.77.24.215,1,4081.0,0.0,Normal
194.78.50.139,1,4049.0,17.0,Normal
194.82.223.102,1,4143.0,15.0,Normal
194.86.152.39,1,6676.0,23.0,Anomaly
194.87.234.187,1,3940.0,0.0,Normal
194.90.130.64,1,4991.0,14.0,Normal
194.91.35.228,1,5327.0,21.0,Normal
194.93.63.147,1,3455.0,23.0,Normal
1942:fa6e:9e98:41ff:7f01:d384:79d7:6a9,1,4098.0,22.0,Normal
1944:45a6:a10e:73f3:aec2:75a9:d09c:57d6,1,2360.0,11.0,Normal
1949:e044:ffe:c68b:3fe8:f6fa:9a63:8311,1,5767.0,18.0,Normal
195.109.248.52,1,3442.0,18.0,Normal
195.11.7.143,1,3241.0,14.0,Normal
195.118.147.254,1,3420.0,13.0,Normal
195.118.164.58,1,3944.0,0.0,Normal
195.119.30.118,1,3212.0,20.0,Normal
195.123.205.50,1,4089.0,6.0,Normal
195.124.204.247,2,3056.5,20.5,Anomaly
195.124.85.160,1,5299.0,15.0,Normal
195.126.147.33,1,4966.0,13.0,Normal
195.127.86.14,1,3775.0,22.0,Normal
195.133.39.188,1,3421.0,16.0,Normal
195.136.52.115,1,4097.0,17.0,Normal
195.143.137.54,1,3416.0,16.0,Normal
195.151.227.24,1,4085.0,12.0,Normal
195.151.247.49,1,5658.0,0.0,Anomaly
195.156.32.211,1,3424.0,20.0,Normal
195.157.145.239,1,2806.0,19.0,Normal
195.159.165.106,1,4489.0,16.0,Normal
195.168.11.52,1,3754.0,15.0,Normal
195.17.156.188,1,3936.0,13.0,Normal
195.171.155.166,110,6180.672727272728,14.49090909090909,Anomaly
195.171.236.32,1,2779.0,16.0,Normal
195.174.175.75,1,3350.0,8.0,Normal
195.175.142.184,1,3451.0,19.0,Normal
195.177.194.208,1,3423.0,23.0,Normal
195.181.36.129,1,4065.0,20.0,Normal
195.19.160.14,1,4070.0,20.0,Normal
195.193.71.234,1,4127.0,19.0,Normal
195.202.32.57,1,3408.0,1.0,Normal
195.224.216.178,1,4013.0,18.0,Normal
195.229.172.23,1,3527.0,11.0,Normal
195.235.12.128,1,3284.0,4.0,Normal
195.247.34.43,1,5145.0,21.0,Normal
195.252.106.148,1,3626.0,0.0,Normal
195.255.122.32,2,2790.5,16.5,Anomaly
195.255.142.56,1,5492.0,11.0,Normal
195.38.180.212,1,4127.0,11.0,Normal
195.38.34.32,1,2790.0,14.0,Normal
195.41.136.252,1,4295.0,19.0,Normal
195.43.170.51,1,3564.0,18.0,Normal
195.44.75.46,1,3416.0,21.0,Normal
195.46.149.241,1,4167.0,14.0,Normal
195.46.180.193,1,22097.0,17.0,Anomaly
195.48.157.165,1,3448.0,17.0,Normal
195.57.149.36,1,5169.0,23.0,Normal
195.60.6.85,1,2782.0,14.0,Normal
195.66.137.147,4,2701.5,19.75,Anomaly
195.69.3.64,1,6259.0,20.0,Normal
195.70.213.90,1,4865.0,19.0,Normal
195.72.78.8,1,4069.0,12.0,Normal
195.76.232.104,1,4074.0,19.0,Normal
195.77.44.4,1,3403.0,16.0,Normal
195.78.168.52,1,4092.0,20.0,Normal
195.86.197.162,1,3464.0,16.0,Normal
195.89.9.162,1,4084.0,20.0,Normal
195.90.196.192,1,2981.0,18.0,Normal
195.91.241.179,1,4291.0,22.0,Normal
195.98.106.237,1,5440.0,6.0,Normal
195.98.211.143,1,5272.0,13.0,Normal
1951:7ba:ad48:7533:60b5:8a58:21ba:6056,1,3447.0,13.0,Normal
1959:1cb1:b726:ec3:6b30:207:aa71:b515,1,3472.0,22.0,Normal
196.106.118.25,1,5376.0,16.0,Normal
196.106.205.249,1,4095.0,15.0,Normal
196.111.235.40,1,4051.0,21.0,Normal
196.117.250.207,1,3911.0,12.0,Normal
196.12.97.198,1,3922.0,9.0,Normal
196.124.12.189,1,3532.0,16.0,Normal
196.130.179.237,1,3186.0,18.0,Normal
196.136.28.168,3,951.3333333333334,0.3333333333333333,Anomaly
196.144.114.163,1,3441.0,13.0,Normal
196.146.220.145,1,4048.0,22.0,Normal
196.147.11.71,1,5138.0,12.0,Normal
196.149.231.103,1,6139.0,23.0,Normal
196.15.95.154,1,4264.0,23.0,Normal
196.150.150.13,1,704.0,14.0,Normal
196.154.248.123,1,5040.0,15.0,Normal
196.158.9.152,1,4160.0,0.0,Normal
196.16.189.185,2,3746.0,8.0,Anomaly
196.162.152.252,1,2327.0,11.0,Normal
196.163.106.59,1,3257.0,15.0,Normal
196.165.61.119,1,3146.0,0.0,Normal
196.167.105.240,1,4046.0,0.0,Normal
196.168.162.137,1,3078.0,17.0,Normal
196.169.192.193,2,913.5,19.0,Anomaly
196.17.60.184,1,3254.0,19.0,Normal
196.171.147.103,1,3538.0,22.0,Normal
196.172.160.84,1,2805.0,13.0,Normal
196.174.131.199,1,3897.0,17.0,Normal
196.174.220.45,1,3548.0,2.0,Normal
196.175.205.41,1,4542.0,3.0,Normal
196.176.174.102,1,3490.0,20.0,Normal
196.18.192.118,1,2922.0,20.0,Normal
196.180.16.152,1,2950.0,5.0,Normal
196.182.238.124,1,2805.0,13.0,Normal
196.185.147.10,1,3898.0,12.0,Normal
196.197.249.66,1,3427.0,14.0,Normal
196.200.147.142,1,4119.0,11.0,Normal
196.202.97.63,1,3754.0,11.0,Normal
196.204.183.10,1,7091.0,16.0,Normal
196.222.199.122,1,3512.0,0.0,Normal
196.234.112.97,1,3894.0,21.0,Normal
196.235.91.47,1,2904.0,18.0,Normal
196.239.190.234,1,3532.0,18.0,Normal
196.254.76.229,1,4085.0,14.0,Normal
196.32.169.90,1,2953.0,14.0,Normal
196.46.141.174,1,4158.0,23.0,Normal
196.5.138.82,1,2336.0,6.0,Normal
196.50.199.92,1,4088.0,0.0,Normal
196.51.115.237,1,4074.0,16.0,Normal
196.54.192.12,1,3256.0,18.0,Normal
196.55.251.74,1,3222.0,14.0,Normal
196.57.19.99,1,2786.0,14.0,Normal
196.64.153.106,1,2776.0,15.0,Normal
196.65.110.100,1,4788.0,15.0,Normal
196.69.39.170,1,9028.0,15.0,Anomaly
196.82.102.210,1,3913.0,11.0,Normal
196.9.231.148,87,5989.6781609195405,13.32183908045977,Anomaly
196.90.35.126,1,4040.0,17.0,Normal
196.92.56.210,1,4087.0,16.0,Normal
196.92.91.204,3,4971.0,11.666666666666666,Anomaly
196.97.2.98,1,3414.0,2.0,Normal
1965:3014:a1d4:17b4:25a8:8b12:ac6f:7b7e,1,2980.0,5.0,Normal
196:9a56:3697:2e9a:b82:65f5:baa3:f262,1,4059.0,15.0,Normal
196c:bbb0:eeca:4e80:50f3:64d7:9a50:d145,1,3449.0,19.0,Normal
197.11.248.77,2,3091.0,2.0,Anomaly
197.121.239.120,1,3386.0,22.0,Normal
197.124.251.4,1,3540.0,2.0,Normal
197.125.168.183,1,3231.0,3.0,Normal
197.131.210.135,1,3426.0,23.0,Normal
197.131.46.42,1,3460.0,11.0,Normal
197.133.212.52,1,3919.0,20.0,Normal
197.136.100.94,1,4041.0,17.0,Normal
197.136.54.60,1,3450.0,2.0,Normal
197.139.24.163,1,2899.0,21.0,Normal
197.145.255.134,1,3470.0,23.0,Normal
197.146.72.243,1,4018.0,20.0,Normal
197.156.208.208,1,3932.0,1.0,Normal
197.158.234.222,1,4043.0,15.0,Normal
197.161.245.236,1,3439.0,18.0,Normal
197.178.210.4,1,2898.0,22.0,Normal
197.180.136.220,1,3785.0,11.0,Normal
197.180.169.171,1,2791.0,6.0,Normal
197.182.111.5,1,4096.0,20.0,Normal
197.182.206.180,1,2807.0,15.0,Normal
197.186.169.178,68,6255.75,15.838235294117647,Anomaly
197.187.145.232,1,3459.0,1.0,Normal
197.19.23.130,1,4085.0,0.0,Normal
197.190.214.108,1,5280.0,16.0,Normal
197.199.178.68,1,5301.0,20.0,Normal
197.21.207.85,2,5458.0,18.0,Anomaly
197.215.54.186,1,2780.0,19.0,Normal
197.221.57.57,1,4063.0,15.0,Normal
197.225.117.109,1,3898.0,0.0,Normal
197.225.62.134,3,6569.0,14.333333333333334,Anomaly
197.229.209.101,1,3936.0,3.0,Normal
197.235.43.200,1,2805.0,21.0,Normal
197.237.254.199,1,3934.0,11.0,Normal
197.253.156.121,1,3308.0,19.0,Normal
197.255.36.5,1,4018.0,11.0,Normal
197.28.163.212,1,2779.0,19.0,Normal
197.32.114.143,1,2806.0,1.0,Normal
197.37.168.26,1,3744.0,19.0,Normal
197.37.86.35,1,4063.0,15.0,Normal
197.40.9.199,1,3489.0,20.0,Normal
197.44.148.249,1,2780.0,0.0,Normal
197.49.84.55,1,3435.0,14.0,Normal
197.51.108.252,1,4017.0,16.0,Normal
197.61.84.183,1,4264.0,11.0,Normal
197.77.39.133,1,3434.0,22.0,Normal
197.85.177.12,1,3440.0,17.0,Normal
197.9.183.227,1,4095.0,15.0,Normal
197.92.160.96,1,3429.0,15.0,Normal
197.95.191.139,1,2463.0,18.0,Normal
198.105.93.128,1,3861.0,18.0,Normal
198.109.252.221,1,4072.0,1.0,Normal
198.119.229.229,1,4227.0,11.0,Normal
198.12.48.38,2,3743.0,16.0,Normal
198.126.113.214,1,3147.0,0.0,Normal
198.144.93.113,1,3444.0,3.0,Normal
198.15.75.224,1,3473.0,20.0,Normal
198.152.20.62,1,4019.0,19.0,Normal
198.154.235.229,1,3951.0,16.0,Normal
198.168.144.2,1,4089.0,8.0,Normal
198.169.216.46,1,3439.0,21.0,Normal
198.171.94.184,1,5148.0,9.0,Normal
198.176.222.43,1,2950.0,6.0,Normal
198.179.221.244,1,2874.0,22.0,Normal
198.179.92.30,1,930.0,20.0,Normal
198.181.58.112,1,4019.0,14.0,Normal
198.188.208.174,1,4070.0,10.0,Normal
198.188.67.54,1,4076.0,13.0,Normal
198.189.191.65,1,3433.0,6.0,Normal
198.189.93.136,1,4066.0,11.0,Normal
198.200.162.129,1,2806.0,14.0,Normal
198.209.136.86,1,5159.0,16.0,Normal
198.21.241.58,1,3751.0,12.0,Normal
198.214.120.83,1,4036.0,3.0,Normal
198.215.17.251,1,3993.0,1.0,Normal
198.224.110.162,1,4103.0,11.0,Normal
198.224.224.6,1,4105.0,22.0,Normal
198.230.93.228,1,3282.0,21.0,Normal
198.234.193.209,1,3511.0,21.0,Normal
198.239.169.73,1,4163.0,11.0,Normal
198.241.66.50,1,3466.0,14.0,Normal
198.249.61.230,1,4088.0,13.0,Normal
198.27.117.114,1,5129.0,10.0,Normal
198.28.74.121,1,4615.0,14.0,Normal
198.31.210.176,1,2925.0,13.0,Normal
198.36.74.51,1,4646.0,21.0,Normal
198.37.109.166,1,3174.0,23.0,Normal
198.39.164.220,1,4924.0,1.0,Normal
198.39.49.61,1,3305.0,0.0,Normal
198.4.174.191,1,3416.0,23.0,Normal
198.41.224.147,1,3493.0,11.0,Normal
198.46.191.112,1,4008.0,22.0,Normal
198.49.200.121,1,4071.0,18.0,Normal
198.52.149.19,1,3423.0,20.0,Normal
198.59.68.49,1,3873.0,13.0,Normal
198.84.60.10,1,3144.0,16.0,Normal
198.88.222.136,1,4120.0,12.0,Normal
198.88.37.5,1,6137.0,22.0,Normal
199.0.198.5,1,6085.0,18.0,Normal
199.101.29.205,1,3393.0,23.0,Normal
199.105.97.37,1,4038.0,12.0,Normal
199.114.153.37,1,6224.0,15.0,Normal
199.116.249.251,1,4101.0,22.0,Normal
199.116.65.183,1,4050.0,11.0,Normal
199.119.57.143,1,2805.0,14.0,Normal
199.127.176.185,1,5205.0,18.0,Normal
199.132.113.86,1,4062.0,6.0,Normal
199.134.253.240,1,4274.0,22.0,Normal
199.136.111.247,1,3510.0,3.0,Normal
199.140.74.234,1,3518.0,13.0,Normal
199.147.187.214,1,3316.0,7.0,Normal
199.150.33.247,1,2976.0,12.0,Normal
199.163.160.202,1,4060.0,9.0,Normal
199.165.212.170,1,4087.0,9.0,Normal
199.172.24.117,1,4090.0,17.0,Normal
199.174.139.116,1,5219.0,5.0,Normal
199.175.88.122,2,4910.0,17.5,Anomaly
199.18.253.201,1,6134.0,18.0,Normal
199.181.91.241,1,4019.0,15.0,Normal
199.187.58.193,1,5270.0,7.0,Normal
199.188.51.253,1,4056.0,0.0,Normal
199.192.184.183,1,2372.0,19.0,Normal
199.202.212.99,1,4077.0,19.0,Normal
199.203.134.248,1,4066.0,6.0,Normal
199.206.0.48,1,4073.0,12.0,Normal
199.207.53.53,1,4047.0,21.0,Normal
199.208.102.96,1,6104.0,16.0,Normal
199.216.221.35,1,2357.0,9.0,Normal
199.219.166.46,1,4154.0,12.0,Normal
199.222.61.138,1,4045.0,5.0,Normal
199.223.244.200,1,4017.0,15.0,Normal
199.226.149.209,1,4071.0,20.0,Normal
199.226.191.86,1,2806.0,13.0,Normal
199.234.26.194,1,4190.0,19.0,Normal
199.236.51.238,1,4662.0,10.0,Normal
199.242.130.111,1,4267.0,15.0,Normal
199.244.161.59,1,3733.0,13.0,Normal
199.245.253.125,1,2809.0,19.0,Normal
199.250.167.61,1,3462.0,20.0,Normal
199.251.83.42,1,3924.0,10.0,Normal
199.254.68.70,1,3412.0,10.0,Normal
199.30.240.175,1,3458.0,23.0,Normal
199.38.189.24,1,4082.0,20.0,Normal
199.50.237.49,1,6241.0,14.0,Normal
199.53.255.205,1,4053.0,19.0,Normal
199.58.39.116,2,4387.0,7.5,Anomaly
199.62.144.57,1,3095.0,15.0,Normal
199.69.42.187,1,2807.0,20.0,Normal
199.73.76.226,1,3266.0,12.0,Normal
199.74.135.10,1,4092.0,14.0,Normal
199.8.234.175,1,4050.0,20.0,Normal
199.83.193.145,1,3447.0,2.0,Normal
199.84.225.194,1,4297.0,14.0,Normal
199.92.107.131,2,5391.5,1.5,Anomaly
1992:bbc1:2dd7:298b:7081:befe:2646:27d8,1,3863.0,13.0,Normal
1993:22ec:538e:7fa3:44ad:eba9:5f0c:86f0,1,3943.0,17.0,Normal
1993:975:5813:85d:64ba:2e57:23d7:29b6,1,4060.0,16.0,Normal
19:f3d3:1dd3:cba3:f44:ee0b:3d39:21b9,1,2843.0,12.0,Normal
19b6:a5f6:553a:70ec:74aa:36ca:a2eb:a10e,1,5407.0,11.0,Normal
19b8:19cb:cc4c:ea06:9e7a:75a5:2584:8c9f,1,3446.0,10.0,Normal
19b:8e46:7b97:e0fa:371:100c:b937:d173,1,3444.0,19.0,Normal
19bc:9a0c:2a36:7301:da5b:8b83:ccc7:3927,1,4685.0,0.0,Normal
19c4:9d9a:19fa:fb74:bd9:7e19:679b:680e,1,6631.0,0.0,Anomaly
19c9:5afa:eb5d:9065:a377:9908:8bc6:831b,1,4328.0,0.0,Normal
19ca:a920:9b26:139f:3f6b:b6f5:3ade:19ca,1,2833.0,16.0,Normal
19d1:6d76:e8a4:4041:e628:c95f:5456:5858,1,3038.0,0.0,Normal
19d5:cd5c:c5ef:4dc6:5088:e7de:4dec:dead,1,5398.0,11.0,Normal
19d9:5ca6:c46c:4e73:d507:184a:6ba8:f1b2,1,2908.0,0.0,Normal
19da:bbe7:548a:ca2c:83fe:3abf:b79f:5704,1,4074.0,15.0,Normal
19db:7575:3ece:e454:7083:8dbd:8efb:a791,1,5605.0,1.0,Anomaly
19f6:2da6:87f1:7ca6:e872:1a75:1221:8ebd,1,4117.0,14.0,Normal
1a09:8d0b:d844:23c3:764a:9706:bf88:c6a8,1,2902.0,0.0,Normal
1a11:8850:204a:2535:e80:e84b:fb58:746c,1,4080.0,13.0,Normal
1a18:4027:e01e:76e8:9cc2:db89:58d3:72ce,1,4272.0,22.0,Normal
1a19:6626:3c83:de05:e16c:3bb7:2e44:df7e,1,2768.0,3.0,Normal
1a25:780c:c209:d590:f50e:bce4:f2b4:edd9,1,3145.0,21.0,Normal
1a26:468b:b062:3e34:cbb4:96e0:d3d2:2d29,1,4406.0,19.0,Normal
1a38:13cf:c415:8e66:37ca:271d:8715:46f1,1,3540.0,17.0,Normal
1a39:a733:774:7c68:837f:451c:32bd:6b2e,1,2837.0,20.0,Normal
1a4e:5e0f:6625:11e1:85a6:71b8:b02e:4eef,1,4078.0,19.0,Normal
1a4f:ebf:9447:1b29:c27e:54d7:b60e:64e6,1,3751.0,15.0,Normal
1a54:1b57:dcc2:1893:3f02:ed6f:cb78:ffa0,1,3378.0,21.0,Normal
1a55:9752:aeab:23ae:bb27:fd21:cb41:3ebf,1,4044.0,18.0,Normal
1a5a:168a:cdb3:6358:c2ec:86c9:967d:9c3e,1,5986.0,1.0,Anomaly
1a5d:26d2:a6d8:6691:f39b:a5ec:2b6a:b637,1,3462.0,11.0,Normal
1a6c:3013:d87:45db:1795:e998:e2a4:a47f,1,2836.0,17.0,Normal
1a70:5c16:592d:4e50:79ea:12c2:6fc9:6485,1,4229.0,20.0,Normal
1a78:1333:8522:af90:fb05:fe5c:8094:4007,1,4089.0,15.0,Normal
1a96:f6f3:e338:1607:7e5c:cf70:5c8c:8ae6,1,4098.0,16.0,Normal
1a98:fc43:367b:65c:846f:b763:10fe:b9a8,1,3416.0,0.0,Normal
1a9c:af0b:64e8:6610:b500:c434:7296:8269,1,3921.0,0.0,Normal
1ab8:4c08:e3ae:a43d:24:6c25:1ba0:3f25,1,2855.0,21.0,Normal
1ab8:9fa0:d1dc:81c8:8e7a:46e:c030:afe4,1,2359.0,19.0,Normal
1ac9:1541:760b:9ae6:8ca3:ade6:c5ab:d5b,1,2835.0,14.0,Normal
1ad8:9ddf:689d:88ba:484d:b653:6234:14c7,1,3462.0,9.0,Normal
1af4:3e37:efba:17ed:a6ff:4b1:29e4:b128,1,4322.0,23.0,Normal
1af9:df0c:b3c5:e8f4:7e36:53ad:ee43:4656,1,3877.0,16.0,Normal
1b0:fe71:ba51:55a1:2258:738d:11af:d9e0,1,4102.0,20.0,Normal
1b1a:1de3:994a:a7c:aad4:6587:cc03:d887,1,4101.0,21.0,Normal
1b1f:889e:c018:f4e4:50ab:2e80:dba4:f0a7,1,2842.0,13.0,Normal
1b26:d001:b613:bc79:5a87:2a8c:3ee5:bf18,1,10926.0,11.0,Anomaly
1b3:543c:93e5:7e70:9afb:6fd:a70e:8681,1,3020.0,10.0,Normal
1b3c:ab01:d7db:9067:706a:4305:a837:82c1,1,4637.0,12.0,Normal
1b4d:4090:e95e:b674:b7e3:c0a7:630:733e,1,2899.0,1.0,Normal
1b57:3f1c:c98f:4dd7:43ad:1997:6409:c430,1,2832.0,19.0,Normal
1b66:96da:2de6:5e93:4805:4bbc:9041:af2d,1,5754.0,20.0,Normal
1b78:fc67:6dc1:9e24:a6c1:a1c7:c5d5:6023,1,3917.0,2.0,Normal
1b81:b4a2:9500:18a9:c1e9:41e4:352d:3e97,1,2834.0,17.0,Normal
1b82:1f70:a22a:2721:db33:4d93:bf81:c750,1,4058.0,19.0,Normal
1b86:5580:1f04:2838:722c:123d:b1d9:b4fc,1,3425.0,17.0,Normal
1b8e:8d05:ad16:9319:2863:aa9e:7c51:b54a,1,4088.0,22.0,Normal
1ba2:84a8:f11e:30ce:77b3:a1a9:3f0e:19b1,1,3075.0,14.0,Normal
1ba3:a1b6:3822:8575:c995:e8e0:35d6:4e27,1,4117.0,13.0,Normal
1bb6:baf2:2810:6fa7:4318:3ed6:907f:1e25,1,4066.0,11.0,Normal
1bbf:1650:b94a:d946:9b15:2b1e:6d5a:9912,1,2395.0,20.0,Normal
1bbf:7b83:26aa:754f:cb7d:c65c:98aa:6d6a,1,2387.0,5.0,Normal
1bc5:f107:72b:cba2:57a8:bc9c:58c4:5c1,1,4069.0,0.0,Normal
1bdf:b2f1:1c41:600f:9c5c:4099:fe5a:83d3,1,3026.0,20.0,Normal
1bf2:3701:5ee6:babd:e078:5c82:e71e:74a4,1,4090.0,20.0,Normal
1c0:5857:32ac:a11:bd5b:37c6:1d7a:8514,1,5953.0,2.0,Anomaly
1c1:dbb4:ad4b:884:1e6d:93b0:275:7d16,1,3912.0,16.0,Normal
1c1b:2e77:1640:8a0a:1b22:8b96:1497:252f,1,3927.0,16.0,Normal
1c20:370a:2a3b:e2a4:1c7:52e7:f24d:3016,1,4265.0,10.0,Normal
1c21:8931:d06f:73dd:bd93:9781:b857:2286,1,3143.0,15.0,Normal
1c2c:7f3f:c0cd:e95a:d906:a078:166e:5a95,1,3567.0,15.0,Normal
1c31:b6bc:2605:181:af74:6905:a05e:5534,1,2890.0,23.0,Normal
1c32:9437:6eb:a535:716c:d5c4:cb52:f0f8,1,4189.0,19.0,Normal
1c33:5311:48a0:4daf:2d4:5db7:9ad0:f320,1,4127.0,18.0,Normal
1c49:93d8:b40a:f6d1:eddd:871f:37f2:d359,1,3516.0,7.0,Normal
1c4a:23b:7558:a369:2676:6fc0:7b9a:20b5,1,4228.0,20.0,Normal
1c4d:c71d:799d:18c5:3c66:8f77:513:4447,1,5748.0,2.0,Anomaly
1c68:bf20:a969:9c02:c1c:3409:9b44:3fed,1,3463.0,12.0,Normal
1c6d:3aa9:d282:b1a9:530a:288c:1ac7:61da,1,3897.0,11.0,Normal
1c6f:ff9d:fcd0:c2c1:3329:98ea:708b:b2c3,1,4074.0,14.0,Normal
1c70:80af:e836:e470:ebf0:c940:8032:6bb5,1,2928.0,19.0,Normal
1c76:a4a9:f61a:203b:bca4:9cb5:d4:a03d,1,3477.0,14.0,Normal
1c82:bc0f:e7a4:7bd4:ebaf:ad9a:39e3:7768,1,3634.0,9.0,Normal
1c84:8b6d:a133:771a:c2f:f6a7:272c:beaf,1,3203.0,0.0,Normal
1c89:2252:74c:4e54:3569:d4d3:565c:f473,1,2811.0,18.0,Normal
1c89:3b9c:8b35:ea67:4865:64bc:edc:501c,1,3998.0,15.0,Normal
1c8e:e9a8:e5ea:a399:de26:bbd4:d4d0:a767,1,3442.0,14.0,Normal
1ca5:9e18:bc02:12b0:5813:9d11:25e4:834c,1,3779.0,22.0,Normal
1cab:2c04:b246:ec6b:27f8:4e19:593f:4120,1,3445.0,19.0,Normal
1cac:95cc:9811:8f62:5ad1:44a:f9f8:b66f,1,2835.0,4.0,Normal
1cb0:4dd9:1b0a:1f22:22a8:4d56:8a75:9b64,1,2833.0,14.0,Normal
1cb6:dff9:f623:f1a4:baca:49ed:fd63:5df6,1,3818.0,13.0,Normal
1cbb:e4c9:d4d:e838:174b:c5b3:9c45:9ced,1,4082.0,13.0,Normal
1cc5:a11f:d05e:4446:e78e:93d8:b716:13,1,4082.0,14.0,Normal
