ClientIP,RequestCountByIP,AverageBytesByIP,Hour,Anomaly,ConfidenceScore,Reason
185.24.37.122,115,6206.808695652174,13.486956521739131,Anomaly,70,Unusually high request count.; High data transfer per request.
185.60.226.17,68,6243.558823529412,12.955882352941176,Anomaly,70,Unusually high request count.; High data transfer per request.
186.245.150.252,2,3696.0,1.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
186.52.216.32,1,910.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
187.109.49.123,62,6093.258064516129,14.274193548387096,Anomaly,70,Unusually high request count.; High data transfer per request.
187.173.74.222,2,4063.0,11.0,Anomaly,40,Unusually high request count.
187.58.154.169,96,6097.791666666667,12.614583333333334,Anomaly,70,Unusually high request count.; High data transfer per request.
188.171.224.41,3,3984.3333333333335,11.0,Anomaly,40,Unusually high request count.
188.29.58.252,1,8259.0,14.0,Anomaly,30,High data transfer per request.
188.53.41.114,2,4150.0,8.0,Anomaly,40,Unusually high request count.
188.7.232.223,2,4103.5,0.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
188.88.15.76,2,3654.0,13.5,Anomaly,40,Unusually high request count.
1888:4713:5dbc:c9a:cdfb:9c0b:e3fa:c642,2,2743.0,1.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
189.111.236.123,64,6433.171875,14.703125,Anomaly,70,Unusually high request count.; High data transfer per request.
189.167.120.240,1,6663.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
189.189.28.29,3,4337.0,13.0,Anomaly,40,Unusually high request count.
189.69.74.46,67,6357.79104477612,14.626865671641792,Anomaly,70,Unusually high request count.; High data transfer per request.
19.143.51.102,89,6217.067415730337,13.865168539325843,Anomaly,70,Unusually high request count.; High data transfer per request.
19.201.153.76,1,12549.0,12.0,Anomaly,30,High data transfer per request.
19.208.152.96,3,950.6666666666666,16.0,Anomaly,40,Unusually high request count.
190.1.60.37,1,936.0,9.0,Anomaly,0,No clear reason identified.
190.121.1.193,2,3623.0,12.0,Anomaly,40,Unusually high request count.
190.13.19.223,1,956.0,19.0,Anomaly,0,No clear reason identified.
190.212.52.36,66,6253.166666666667,11.378787878787879,Anomaly,70,Unusually high request count.; High data transfer per request.
190.252.212.86,2,4377.0,21.0,Anomaly,40,Unusually high request count.
190.36.206.62,1,12673.0,10.0,Anomaly,30,High data transfer per request.
190.97.11.180,2,2792.5,9.0,Anomaly,40,Unusually high request count.
191.11.233.27,1,2339.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
192.121.15.162,2,3243.5,21.5,Anomaly,40,Unusually high request count.
192.19.249.147,112,6043.446428571428,14.116071428571429,Anomaly,70,Unusually high request count.; High data transfer per request.
192.28.94.88,2,3209.5,0.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
192.88.206.163,87,18141.05747126437,13.379310344827585,Anomaly,70,Unusually high request count.; High data transfer per request.
193.134.220.249,95,6074.010526315789,13.76842105263158,Anomaly,70,Unusually high request count.; High data transfer per request.
193.206.235.29,33,10403.90909090909,14.090909090909092,Anomaly,70,Unusually high request count.; High data transfer per request.
193.32.55.105,2,3352.5,2.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
193.40.102.204,1,8015.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
194.14.225.107,1,6084.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
194.188.4.168,9,2718.0,12.777777777777779,Anomaly,40,Unusually high request count.
194.72.18.230,2,3423.0,18.0,Anomaly,40,Unusually high request count.
194.86.152.39,1,6676.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
195.124.204.247,2,3056.5,20.5,Anomaly,40,Unusually high request count.
195.151.247.49,1,5658.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
195.171.155.166,110,6180.672727272728,14.49090909090909,Anomaly,70,Unusually high request count.; High data transfer per request.
195.255.122.32,2,2790.5,16.5,Anomaly,40,Unusually high request count.
195.46.180.193,1,22097.0,17.0,Anomaly,30,High data transfer per request.
195.66.137.147,4,2701.5,19.75,Anomaly,40,Unusually high request count.
196.136.28.168,3,951.3333333333334,0.3333333333333333,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
196.16.189.185,2,3746.0,8.0,Anomaly,40,Unusually high request count.
196.169.192.193,2,913.5,19.0,Anomaly,40,Unusually high request count.
196.69.39.170,1,9028.0,15.0,Anomaly,30,High data transfer per request.
196.9.231.148,87,5989.6781609195405,13.32183908045977,Anomaly,70,Unusually high request count.; High data transfer per request.
196.92.91.204,3,4971.0,11.666666666666666,Anomaly,40,Unusually high request count.
197.11.248.77,2,3091.0,2.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
197.186.169.178,68,6255.75,15.838235294117647,Anomaly,70,Unusually high request count.; High data transfer per request.
197.21.207.85,2,5458.0,18.0,Anomaly,40,Unusually high request count.
197.225.62.134,3,6569.0,14.333333333333334,Anomaly,70,Unusually high request count.; High data transfer per request.
199.175.88.122,2,4910.0,17.5,Anomaly,40,Unusually high request count.
199.58.39.116,2,4387.0,7.5,Anomaly,40,Unusually high request count.
199.92.107.131,2,5391.5,1.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
19c4:9d9a:19fa:fb74:bd9:7e19:679b:680e,1,6631.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
19db:7575:3ece:e454:7083:8dbd:8efb:a791,1,5605.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
1a5a:168a:cdb3:6358:c2ec:86c9:967d:9c3e,1,5986.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
1b26:d001:b613:bc79:5a87:2a8c:3ee5:bf18,1,10926.0,11.0,Anomaly,30,High data transfer per request.
1c0:5857:32ac:a11:bd5b:37c6:1d7a:8514,1,5953.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
1c4d:c71d:799d:18c5:3c66:8f77:513:4447,1,5748.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
1e10:b50d:7ef1:43c8:c749:aa5f:812e:52cd,1,2370.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
1f21:944a:4cb3:a6e9:4f91:9914:ebb4:9aa9,1,9933.0,20.0,Anomaly,30,High data transfer per request.
1f:d399:4ec8:7879:be76:aa60:1696:ec0e,1,5633.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
2.120.100.180,1,7794.0,22.0,Anomaly,30,High data transfer per request.
2.182.7.204,2,15142.5,20.5,Anomaly,70,Unusually high request count.; High data transfer per request.
20.166.147.45,1,74643.0,11.0,Anomaly,30,High data transfer per request.
20.186.223.8,66,6136.106060606061,14.651515151515152,Anomaly,70,Unusually high request count.; High data transfer per request.
200.0.128.177,93,4567.5161290322585,13.978494623655914,Anomaly,40,Unusually high request count.
200.253.252.246,1,6375.0,7.0,Anomaly,30,High data transfer per request.
200.82.129.47,1,917.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
202.125.229.126,2,3264.0,7.0,Anomaly,40,Unusually high request count.
202.144.224.0,1,7524.0,20.0,Anomaly,30,High data transfer per request.
202.206.239.71,99,6123.767676767677,12.696969696969697,Anomaly,70,Unusually high request count.; High data transfer per request.
202.227.255.87,1,16920.0,20.0,Anomaly,30,High data transfer per request.
203.229.135.110,1,6558.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
203.39.149.177,1,911.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
203.87.92.123,16,2712.0,16.875,Anomaly,40,Unusually high request count.
205.248.208.46,8,4679.5,5.625,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
205.34.95.79,2,3774.5,21.5,Anomaly,40,Unusually high request count.
205.82.2.7,2,3148.0,8.0,Anomaly,40,Unusually high request count.
205.90.91.175,2,6323.5,9.0,Anomaly,70,Unusually high request count.; High data transfer per request.
206.0.66.76,2,3175.0,10.5,Anomaly,40,Unusually high request count.
206.110.116.182,1,5838.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
206.228.108.158,64,6230.15625,13.25,Anomaly,70,Unusually high request count.; High data transfer per request.
206.242.241.175,52,19357.365384615383,14.346153846153847,Anomaly,70,Unusually high request count.; High data transfer per request.
207.155.78.213,2,3609.0,21.0,Anomaly,40,Unusually high request count.
207.250.194.83,14,11926.285714285714,14.285714285714286,Anomaly,70,Unusually high request count.; High data transfer per request.
208.150.99.181,119,6099.714285714285,13.470588235294118,Anomaly,70,Unusually high request count.; High data transfer per request.
208.37.140.164,2,888.0,12.5,Anomaly,40,Unusually high request count.
208.56.210.58,65,6172.030769230769,14.876923076923077,Anomaly,70,Unusually high request count.; High data transfer per request.
209.158.28.49,114,6201.131578947368,14.298245614035087,Anomaly,70,Unusually high request count.; High data transfer per request.
209.165.152.20,1,538024.0,12.0,Anomaly,30,High data transfer per request.
21.166.16.150,112,6077.919642857143,13.982142857142858,Anomaly,70,Unusually high request count.; High data transfer per request.
21.23.45.210,2,3343.0,17.5,Anomaly,40,Unusually high request count.
210.158.41.76,1,5872.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
211.30.40.173,3,4251.333333333333,18.333333333333332,Anomaly,40,Unusually high request count.
211.32.135.92,1,10392.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
212.140.206.101,2,4835.5,18.0,Anomaly,40,Unusually high request count.
212.141.245.15,2,103063.0,11.5,Anomaly,70,Unusually high request count.; High data transfer per request.
212.195.103.225,69,6365.463768115942,14.347826086956522,Anomaly,70,Unusually high request count.; High data transfer per request.
212.235.132.100,2,3252.5,22.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
212.29.173.81,2,2804.5,15.5,Anomaly,40,Unusually high request count.
212.38.130.214,58,6235.017241379311,13.086206896551724,Anomaly,70,Unusually high request count.; High data transfer per request.
212.96.94.50,1,29660.0,12.0,Anomaly,30,High data transfer per request.
213.106.189.251,2,945.0,18.0,Anomaly,40,Unusually high request count.
213.14.52.122,1,7961.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
213.16.161.176,1,971.0,7.0,Anomaly,0,No clear reason identified.
213.161.33.87,2,4007.5,5.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
213.167.103.42,2,4914.0,8.5,Anomaly,40,Unusually high request count.
213.181.29.91,2,4879.0,19.0,Anomaly,40,Unusually high request count.
213.29.44.149,1,8228.0,18.0,Anomaly,30,High data transfer per request.
213.33.35.231,2,4675.0,9.5,Anomaly,40,Unusually high request count.
213.46.138.241,1,8599.0,13.0,Anomaly,30,High data transfer per request.
214.161.80.103,1,5451.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
214.6.221.0,1,10423.0,15.0,Anomaly,30,High data transfer per request.
214b:b52f:cb4c:47b5:f162:e1a3:7734:d5c,1,6851.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
215.173.246.58,98,6180.551020408163,13.785714285714286,Anomaly,70,Unusually high request count.; High data transfer per request.
215.26.202.63,1,1279.0,3.0,Anomaly,20,Unusual activity outside normal business hours.
215.72.87.11,64,6255.921875,15.453125,Anomaly,70,Unusually high request count.; High data transfer per request.
216.212.187.168,1,7914.0,18.0,Anomaly,30,High data transfer per request.
216.84.70.63,1,6131.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
217.119.19.158,64,6254.40625,15.46875,Anomaly,70,Unusually high request count.; High data transfer per request.
217.65.127.25,19,2767.3684210526317,15.578947368421053,Anomaly,40,Unusually high request count.
217.68.230.33,1,8443.0,11.0,Anomaly,30,High data transfer per request.
218.213.82.77,3,5715.0,14.0,Anomaly,70,Unusually high request count.; High data transfer per request.
218.27.244.56,1,895.0,21.0,Anomaly,0,No clear reason identified.
218.43.53.195,2,4204.5,3.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
218.64.25.102,1,7028.0,22.0,Anomaly,30,High data transfer per request.
218.82.193.116,1,11040.0,13.0,Anomaly,30,High data transfer per request.
218.83.247.217,101,6276.316831683168,14.257425742574258,Anomaly,70,Unusually high request count.; High data transfer per request.
219.106.78.247,2,3203.0,10.5,Anomaly,40,Unusually high request count.
219.159.172.194,1,6376.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
219.168.47.242,1,839.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
219.174.86.216,98,6137.5,14.285714285714286,Anomaly,70,Unusually high request count.; High data transfer per request.
219.65.150.78,49,6160.938775510204,14.551020408163266,Anomaly,70,Unusually high request count.; High data transfer per request.
21b4:77d0:9632:fd54:fa27:ca68:e847:e68d,1,5549.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
22.195.254.129,2,2793.5,22.0,Anomaly,40,Unusually high request count.
22.237.199.119,1,5647.0,2.0,Anomaly,20,Unusual activity outside normal business hours.
220.159.137.227,2,4652.5,10.0,Anomaly,40,Unusually high request count.
220.159.173.67,36,2713.5555555555557,15.444444444444445,Anomaly,40,Unusually high request count.
220.35.18.60,1,2353.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
221.112.50.103,102,6193.637254901961,13.882352941176471,Anomaly,70,Unusually high request count.; High data transfer per request.
221.43.35.41,1,8077.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
221.70.60.230,1,6227.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
222.111.218.190,1,930.0,5.0,Anomaly,20,Unusual activity outside normal business hours.
222.181.221.87,62,6147.887096774193,13.887096774193548,Anomaly,70,Unusually high request count.; High data transfer per request.
222.2.129.147,39,4703.410256410257,15.333333333333334,Anomaly,40,Unusually high request count.
222.30.33.183,114,6254.543859649123,14.342105263157896,Anomaly,70,Unusually high request count.; High data transfer per request.
223.160.101.48,2,2357.5,9.5,Anomaly,40,Unusually high request count.
223.231.29.148,2,4578.5,15.0,Anomaly,40,Unusually high request count.
223.33.35.131,2,919.5,19.0,Anomaly,40,Unusually high request count.
22b7:ad0b:53ed:8f3e:f5a2:e97:ca67:7daf,1,7569.0,20.0,Anomaly,30,High data transfer per request.
23.1.252.11,1,6097.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
23.159.246.188,103,6003.359223300971,14.21359223300971,Anomaly,70,Unusually high request count.; High data transfer per request.
23.179.168.98,2,3668.0,6.5,Anomaly,40,Unusually high request count.
23.19.9.226,2,3864.5,14.0,Anomaly,40,Unusually high request count.
23.210.101.63,5,5749.8,16.6,Anomaly,70,Unusually high request count.; High data transfer per request.
23.31.64.127,2,5649.0,13.5,Anomaly,40,Unusually high request count.
23.38.196.191,2,3170.5,8.0,Anomaly,40,Unusually high request count.
2369:b90d:2d56:67d8:2f30:dd86:7698:8291,1,5819.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
24.105.146.28,1,6368.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
24.118.153.202,3,6732.333333333333,17.333333333333332,Anomaly,70,Unusually high request count.; High data transfer per request.
24.203.45.79,94,6199.553191489362,13.797872340425531,Anomaly,70,Unusually high request count.; High data transfer per request.
24.9.1.238,1,921.0,7.0,Anomaly,0,No clear reason identified.
24.92.37.16,1,11630.0,22.0,Anomaly,30,High data transfer per request.
25.104.196.129,2,5987.0,16.0,Anomaly,70,Unusually high request count.; High data transfer per request.
25.195.20.94,5,1683.8,5.0,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
25.242.208.139,27,2714.4074074074074,16.074074074074073,Anomaly,40,Unusually high request count.
25.80.51.61,50,6176.6,14.76,Anomaly,70,Unusually high request count.; High data transfer per request.
26.158.117.152,106,10633.188679245282,13.981132075471699,Anomaly,70,Unusually high request count.; High data transfer per request.
26.193.54.91,1,9633.0,19.0,Anomaly,30,High data transfer per request.
26.249.70.42,104,6201.961538461538,13.615384615384615,Anomaly,70,Unusually high request count.; High data transfer per request.
26b:c15b:e2cf:729c:fc48:cae4:a898:a389,1,5442.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
27.154.83.40,2,5161.0,12.0,Anomaly,40,Unusually high request count.
27.95.147.98,2,3889.0,19.0,Anomaly,40,Unusually high request count.
2789:11f8:fede:124e:a659:163a:73f9:f9f0,2,2822.5,15.5,Anomaly,40,Unusually high request count.
278e:2b72:5a3f:3c6e:f5c1:3f63:358f:91aa,1,5945.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
28.239.195.50,2,17380.0,19.0,Anomaly,70,Unusually high request count.; High data transfer per request.
28.75.189.25,75,16290.946666666667,14.293333333333333,Anomaly,70,Unusually high request count.; High data transfer per request.
28.97.51.202,1,227075.0,22.0,Anomaly,30,High data transfer per request.
29.134.230.139,67,6225.2835820895525,14.880597014925373,Anomaly,70,Unusually high request count.; High data transfer per request.
29.245.45.240,4,2776.5,18.75,Anomaly,40,Unusually high request count.
29.32.225.146,1,7162.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
29.52.2.76,1,6575.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
2a14:bc0:ffcc:8460:ca06:fa45:ebed:942,2,3008.5,9.5,Anomaly,40,Unusually high request count.
2a2e:716a:2080:fb68:9d0:9f33:ed40:ca7b,1,2385.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
2c0c:33c2:632e:7c48:f08d:62af:bdbd:12c3,1,8297.0,22.0,Anomaly,30,High data transfer per request.
2dc2:f926:d6ca:2a73:7cd8:625f:8c3f:3e70,1,564357.0,22.0,Anomaly,30,High data transfer per request.
2efa:c177:900e:1c66:f1f3:d8b8:980c:ab94,1,6469.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
2f37:c023:385d:a4ff:70be:20cc:6da7:caf4,1,5800.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
2f58:d6be:7438:10cd:c3bd:f8f9:14da:e76f,2,3375.0,13.0,Anomaly,40,Unusually high request count.
2f91:db08:4f60:7df6:8b17:3028:7d7e:72e8,1,6133.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
2fc9:f1cb:15fa:c1b6:9f3f:aca7:e409:3556,1,11326.0,14.0,Anomaly,30,High data transfer per request.
2ff1:2dfd:55bd:c5c1:f42f:fbf5:277b:a69f,1,446575.0,11.0,Anomaly,30,High data transfer per request.
3.0.141.138,1,7132.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
3.137.53.70,1,5459.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
30.139.212.136,2,2791.5,14.5,Anomaly,40,Unusually high request count.
30.236.143.170,1,916.0,19.0,Anomaly,0,No clear reason identified.
30.60.135.238,1,5707.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
30.99.105.98,1,6082.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
30bd:930a:a93b:666e:6446:3929:14cb:81e1,1,7392.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
31.11.99.192,7,3225.285714285714,16.857142857142858,Anomaly,40,Unusually high request count.
31.131.48.204,2,2805.5,20.5,Anomaly,40,Unusually high request count.
31.62.223.26,3,4658.0,7.666666666666667,Anomaly,40,Unusually high request count.
32.132.166.216,2,3099.0,9.5,Anomaly,40,Unusually high request count.
32.168.224.172,60,17600.166666666668,15.55,Anomaly,70,Unusually high request count.; High data transfer per request.
32.19.164.159,1,10874.0,17.0,Anomaly,30,High data transfer per request.
32.208.108.149,2,5392.0,11.0,Anomaly,40,Unusually high request count.
32.215.168.194,2,3140.0,19.5,Anomaly,40,Unusually high request count.
32.233.235.89,2,3702.0,7.0,Anomaly,40,Unusually high request count.
32b6:b61e:4e07:47e0:8ba7:9d4a:7f6f:ff1e,1,5690.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
33.214.156.239,1,6856.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
33.58.108.105,1,5595.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
33.9.227.128,2,933.0,8.0,Anomaly,40,Unusually high request count.
343f:c8a5:b86b:3356:b08b:8a14:9489:4a6b,2,7240.5,12.0,Anomaly,70,Unusually high request count.; High data transfer per request.
34b8:c072:848c:420d:34fb:12bd:2b1a:59bc,1,8698.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
35.103.90.162,2,2795.5,18.0,Anomaly,40,Unusually high request count.
35.158.52.1,1,5786.0,5.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
35.161.108.63,1,7071.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
35.220.236.173,2,34594.5,17.5,Anomaly,70,Unusually high request count.; High data transfer per request.
35.249.80.251,2,3244.5,1.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
35.28.42.23,2,2783.5,11.5,Anomaly,40,Unusually high request count.
35.96.80.127,66,6278.287878787879,12.93939393939394,Anomaly,70,Unusually high request count.; High data transfer per request.
3525:c947:236:b3cd:6dc7:2aba:9e04:994a,1,6102.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
358e:c3da:c518:ea26:fd77:f74c:d4f5:2c09,4,3752.0,18.25,Anomaly,40,Unusually high request count.
36.190.204.30,1,10858.0,20.0,Anomaly,30,High data transfer per request.
36.195.165.17,1,16161.0,15.0,Anomaly,30,High data transfer per request.
36.239.236.76,1,6475.0,4.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
36.38.198.212,1,11516.0,22.0,Anomaly,30,High data transfer per request.
37.107.220.15,2,3427.5,19.0,Anomaly,40,Unusually high request count.
37.167.69.122,28,4170.428571428572,11.107142857142858,Anomaly,40,Unusually high request count.
38.46.182.77,3,4172.333333333333,9.0,Anomaly,40,Unusually high request count.
38.90.38.169,82,6229.975609756098,13.682926829268293,Anomaly,70,Unusually high request count.; High data transfer per request.
38ef:e16a:42d0:3412:5277:d750:3dfe:fbd9,1,9010.0,19.0,Anomaly,30,High data transfer per request.
39.234.15.240,4,3160.75,16.75,Anomaly,40,Unusually high request count.
39.29.166.228,1,204189.0,20.0,Anomaly,30,High data transfer per request.
39.90.103.125,1,7026.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
3d9b:ada2:4a86:7e29:9d53:20a7:2048:1cfd,1,5476.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
3f74:b7d2:6181:6f5c:bc6a:8b88:3ce7:59bc,1,6142.0,2.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
4.125.1.167,1,678.0,5.0,Anomaly,20,Unusual activity outside normal business hours.
4.54.116.1,1,7579.0,23.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
40.21.63.83,2,13773.0,6.5,Anomaly,70,Unusually high request count.; High data transfer per request.
40.220.6.64,2,3723.0,13.0,Anomaly,40,Unusually high request count.
405b:5672:2e53:e133:d9de:3660:d9eb:30e2,1,2615.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
41.175.119.196,1,6343.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
41.248.255.237,72,16875.027777777777,14.916666666666666,Anomaly,70,Unusually high request count.; High data transfer per request.
43.172.61.15,2,3699.0,9.5,Anomaly,40,Unusually high request count.
43.200.35.182,2,3852.0,12.0,Anomaly,40,Unusually high request count.
43.21.24.47,2,3681.0,2.5,Anomaly,60,Unusually high request count.; Unusual activity outside normal business hours.
43.211.208.128,3,3776.0,11.333333333333334,Anomaly,40,Unusually high request count.
43.71.251.196,1,7958.0,12.0,Anomaly,30,High data transfer per request.
44.234.138.75,81,6408.753086419753,14.567901234567902,Anomaly,70,Unusually high request count.; High data transfer per request.
447b:925d:d8bb:31b4:8930:458d:ddef:65b8,1,2314.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
45.181.2.197,1,6022.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
45.182.161.165,2,2790.5,14.0,Anomaly,40,Unusually high request count.
45.193.128.96,1,686.0,19.0,Anomaly,0,No clear reason identified.
45.249.168.202,1,10681.0,1.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
45.92.127.77,2,2803.5,16.0,Anomaly,40,Unusually high request count.
46.161.163.180,2,3989.5,15.5,Anomaly,40,Unusually high request count.
46.93.121.227,2,5530.5,15.0,Anomaly,40,Unusually high request count.
47.200.58.237,3,2712.3333333333335,17.0,Anomaly,40,Unusually high request count.
47.69.200.200,1,5672.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
48.118.21.68,2,3536.5,18.0,Anomaly,40,Unusually high request count.
48.209.126.158,1,14832.0,15.0,Anomaly,30,High data transfer per request.
4892:1f7b:c490:f406:8cfb:139d:cb9e:23fe,1,2319.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
48f3:9efc:36d8:49a3:5ce9:5202:60bd:65ac,1,8757.0,13.0,Anomaly,30,High data transfer per request.
49.225.22.225,1,51037.0,13.0,Anomaly,30,High data transfer per request.
49.56.252.30,3,5471.333333333333,10.333333333333334,Anomaly,40,Unusually high request count.
49b7:9e38:4255:afa1:71e9:aa82:13cd:aef8,1,8838.0,22.0,Anomaly,30,High data transfer per request.
49e2:f317:8929:c0a2:3a9:30d6:c2a5:b9c6,1,11560.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
4a20:bccd:f77e:8680:5fde:8539:35e5:576c,1,2670.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
4d79:d787:c495:fc87:cc9a:f1fc:4ea9:f68d,2,3882.5,17.0,Anomaly,40,Unusually high request count.
4d98:e065:9422:83d4:f420:ca14:8dfe:a602,1,5633.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
4dd0:f570:5967:3ade:d453:7719:135f:4c6b,1,2387.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
4eb6:bbbc:1e0d:ddab:c6e1:a8b4:ca62:c884,1,8960.0,16.0,Anomaly,30,High data transfer per request.
5.110.34.202,2,5817.0,11.0,Anomaly,70,Unusually high request count.; High data transfer per request.
5.14.177.240,1,6187.0,0.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
5.220.16.161,75,6138.133333333333,14.266666666666667,Anomaly,70,Unusually high request count.; High data transfer per request.
5.62.89.47,1,5446.0,1.0,Anomaly,20,Unusual activity outside normal business hours.
5.83.1.210,2,4748.5,13.0,Anomaly,40,Unusually high request count.
5.96.132.65,2,4417.0,19.0,Anomaly,40,Unusually high request count.
50.101.60.65,2,3537.5,10.0,Anomaly,40,Unusually high request count.
50.241.143.10,5,5452.4,15.6,Anomaly,40,Unusually high request count.
50.67.69.13,3,7267.0,14.333333333333334,Anomaly,70,Unusually high request count.; High data transfer per request.
507c:312b:90dd:25f2:798f:8cd1:114e:81d,1,5779.0,3.0,Anomaly,50,High data transfer per request.; Unusual activity outside normal business hours.
51.189.200.136,1,6929.0,9.0,Anomaly,30,High data transfer per request.
51.235.96.62,1,10640.0,20.0,Anomaly,30,High data transfer per request.
51.50.132.94,1,8564.0,19.0,Anomaly,30,High data transfer per request.
516e:6399:40cf:b99d:4b04:64ff:cb8c:c164,1,7226.0,21.0,Anomaly,30,High data transfer per request.
51b0:5c73:6704:c94a:24fe:6a15:cd0b:d9af,1,8437.0,12.0,Anomaly,30,High data transfer per request.
52.206.7.100,2,2115.0,17.0,Anomaly,40,Unusually high request count.
5297:a653:1609:e4be:67d6:c74e:1a5e:8232,1,2714.0,0.0,Anomaly,20,Unusual activity outside normal business hours.
