ClientIP,RequestCountByIP,AverageBytesByIP,Hour,ReconstructionError,Anomaly
200.62.155.231,1,3316.0,20.0,2.7689428584610324e-07,Normal
200.62.192.115,1,3617.0,14.0,2.2297836401131795e-07,Normal
200.62.85.112,1,3949.0,2.0,1.8248486354791466e-07,Normal
200.63.176.68,1,2780.0,17.0,8.112169331692544e-07,Normal
200.63.52.238,1,5520.0,23.0,2.7662584146125393e-06,Normal
200.64.39.168,1,4060.0,0.0,7.433385506280008e-07,Normal
200.65.152.6,1,3773.0,9.0,3.953467792523565e-07,Normal
200.7.50.229,1,4064.0,2.0,1.7451134685442175e-07,Normal
200.76.188.216,1,3438.0,12.0,1.615007034389874e-07,Normal
200.82.129.47,1,917.0,2.0,2.310386099898368e-06,Normal
200.83.201.252,1,3995.0,15.0,1.3600561676238777e-07,Normal
200.90.151.139,1,3414.0,16.0,2.797267327414946e-07,Normal
200.93.62.146,1,3409.0,14.0,2.5099078035119047e-07,Normal
200.95.38.233,1,3778.0,14.0,2.088701699378874e-07,Normal
200.98.175.202,1,5149.0,14.0,3.585681556578784e-07,Normal
2007:721:3867:b9a9:5072:940f:fd07:ca4,1,4328.0,17.0,5.407970686781518e-07,Normal
200b:3f84:b680:943e:e90f:91f:52b7:8a06,1,4062.0,14.0,2.0037438001664634e-07,Normal
201.10.222.155,1,3491.0,13.0,2.0534000068151954e-07,Normal
201.106.191.207,1,3452.0,13.0,2.083880283412469e-07,Normal
201.112.172.172,1,3896.0,12.0,1.4700692191418246e-07,Normal
201.115.52.34,1,3532.0,10.0,2.5096212075079315e-07,Normal
201.118.69.220,1,2964.0,22.0,1.7280951528684272e-07,Normal
201.119.55.213,1,4095.0,18.0,6.651875767368508e-07,Normal
201.128.195.180,1,4119.0,15.0,1.5471036487721587e-07,Normal
201.131.40.241,1,4092.0,19.0,2.524036325946017e-07,Normal
201.144.50.240,1,3438.0,13.0,2.0954168347163774e-07,Normal
201.157.236.212,1,4773.0,22.0,1.3560692978313596e-06,Normal
201.159.13.107,1,4082.0,17.0,5.443839873195227e-07,Normal
201.164.228.87,1,4094.0,13.0,2.0332829880446436e-07,Normal
201.17.27.35,1,2782.0,20.0,3.6410703166199476e-07,Normal
201.170.237.87,1,3938.0,18.0,6.368111431203243e-07,Normal
201.176.141.255,1,3521.0,19.0,2.5573933529206983e-07,Normal
201.183.78.102,1,2778.0,17.0,8.119268202830814e-07,Normal
201.186.178.102,1,4092.0,14.0,2.006901447377161e-07,Normal
201.197.165.44,1,3171.0,11.0,1.962840579264214e-07,Normal
201.200.106.41,1,4710.0,19.0,3.326555020053687e-07,Normal
201.201.239.253,1,3816.0,19.0,2.44660898971551e-07,Normal
201.202.45.99,1,2923.0,0.0,6.053856289446747e-07,Normal
201.203.35.145,1,4076.0,16.0,3.6222712896358647e-07,Normal
201.205.152.176,1,2806.0,20.0,3.587619563599747e-07,Normal
201.217.245.114,1,2954.0,13.0,2.775262191163002e-07,Normal
201.218.223.10,1,2783.0,23.0,2.8494097896545646e-06,Anomaly
201.224.6.165,1,3406.0,16.0,2.7939435099802866e-07,Normal
201.228.116.124,1,2948.0,12.0,2.3031777293895884e-07,Normal
201.23.8.156,1,4159.0,20.0,2.7393612591349825e-07,Normal
201.232.240.208,1,4045.0,1.0,1.8844945519190644e-07,Normal
201.234.110.89,1,3442.0,14.0,2.457613441305052e-07,Normal
201.247.68.140,1,4107.0,19.0,2.5328203974141544e-07,Normal
201.249.140.247,1,2881.0,4.0,3.169155488415721e-06,Anomaly
201.30.9.9,1,6004.0,19.0,7.810779027248202e-07,Normal
201.32.158.118,1,3389.0,16.0,2.787419840050686e-07,Normal
201.37.139.96,1,4028.0,0.0,7.348889360257684e-07,Normal
201.39.212.103,1,3940.0,10.0,2.5135311657873554e-07,Normal
201.4.67.37,1,4090.0,19.0,2.522479321678373e-07,Normal
201.40.20.87,1,3512.0,22.0,2.2302574293082287e-07,Normal
201.5.188.209,1,4075.0,5.0,3.260748610562611e-07,Normal
201.52.61.51,1,7003.0,17.0,1.4482461190287388e-06,Normal
201.58.19.54,1,3405.0,13.0,2.124541961334196e-07,Normal
201.62.190.114,1,4046.0,11.0,1.7097988369934236e-07,Normal
201.62.99.97,1,5776.0,18.0,1.3384145519771092e-06,Normal
201.68.103.145,1,4107.0,21.0,1.8228001937995087e-07,Normal
201.7.162.50,1,3317.0,14.0,2.66958901803147e-07,Normal
201.75.182.48,1,4020.0,21.0,1.7206009635921362e-07,Normal
201.93.11.11,1,5422.0,4.0,1.925738642906031e-06,Normal
201.94.58.204,1,3416.0,22.0,1.9442837911173455e-07,Normal
201.97.130.121,1,3916.0,15.0,1.2609907640839138e-07,Normal
201a:9491:a445:6c21:766b:c6b9:5211:8169,1,3922.0,20.0,2.581769857484219e-07,Normal
202.10.228.155,1,5222.0,23.0,2.6919757280529182e-06,Normal
202.101.129.76,1,4240.0,14.0,2.0560409696627665e-07,Normal
202.101.190.109,1,3092.0,10.0,2.9307614054687073e-07,Normal
202.114.190.213,1,3490.0,16.0,2.8361742676940754e-07,Normal
202.115.171.151,1,3310.0,21.0,1.5480052566066263e-07,Normal
202.120.15.104,1,3450.0,22.0,2.0358771032017183e-07,Normal
202.125.229.126,2,3264.0,7.0,3.982588183036823e-06,Anomaly
202.128.101.255,1,4079.0,14.0,2.0050060482708098e-07,Normal
202.13.175.96,1,2779.0,0.0,6.116549776575995e-07,Normal
202.130.100.163,1,2780.0,13.0,3.152474184724905e-07,Normal
202.131.154.51,1,4150.0,17.0,5.418779434406492e-07,Normal
202.133.64.9,1,3506.0,16.0,2.8463528908082187e-07,Normal
202.137.11.158,1,3221.0,14.0,2.859266860308118e-07,Normal
202.138.58.138,1,4263.0,1.0,2.2328489238301396e-07,Normal
202.144.224.0,1,7524.0,20.0,1.8822847122038893e-06,Normal
202.147.189.83,1,4090.0,0.0,7.514988756975006e-07,Normal
202.151.240.126,1,3885.0,22.0,4.1282710702695133e-07,Normal
202.152.167.226,1,5200.0,2.0,3.77223082178575e-07,Normal
202.153.198.125,1,3382.0,16.0,2.784944702786715e-07,Normal
202.157.74.138,1,2805.0,0.0,6.101313176509509e-07,Normal
202.162.88.133,1,2961.0,16.0,2.8654083743439295e-07,Normal
202.166.251.113,1,2792.0,18.0,6.101316109356573e-07,Normal
202.166.8.5,1,3418.0,22.0,1.9494047207283582e-07,Normal
202.172.141.112,1,4760.0,18.0,8.508746290058496e-07,Normal
202.176.166.113,1,3448.0,21.0,1.4891114844113313e-07,Normal
202.186.199.145,1,3435.0,16.0,2.8064227729061976e-07,Normal
202.186.77.97,1,3246.0,19.0,2.841017916491107e-07,Normal
202.188.117.128,1,2995.0,13.0,2.696990521190665e-07,Normal
202.19.148.2,1,3463.0,11.0,1.6836925036620058e-07,Normal
202.191.60.141,1,5138.0,5.0,5.886154924731072e-07,Normal
202.197.104.203,1,3363.0,20.0,2.723788917990627e-07,Normal
202.201.87.123,1,4090.0,19.0,2.522479321678373e-07,Normal
202.206.239.71,99,6123.767676767677,12.696969696969697,1.5690707258470763e-05,Anomaly
202.211.162.158,1,4058.0,9.0,4.060101672879399e-07,Normal
202.213.106.179,1,3437.0,11.0,1.7006412973356298e-07,Normal
202.218.32.11,1,2807.0,22.0,2.0951406590120963e-07,Normal
202.227.255.87,1,16920.0,20.0,1.94111183933562e-05,Anomaly
202.234.17.180,1,4062.0,16.0,3.5937313118143837e-07,Normal
202.235.190.231,1,3769.0,14.0,2.094968456151808e-07,Normal
202.243.87.47,1,3442.0,14.0,2.457613441305052e-07,Normal
202.245.232.244,1,2902.0,5.0,4.735408197484277e-07,Normal
202.253.189.247,1,4282.0,20.0,2.8723927461730166e-07,Normal
202.27.127.142,1,4069.0,23.0,2.5934810032429884e-06,Normal
202.3.171.234,1,4064.0,16.0,3.5978354158638015e-07,Normal
202.3.251.162,1,4044.0,12.0,1.5257183549757826e-07,Normal
202.30.70.14,1,4105.0,15.0,1.5238950029168195e-07,Normal
202.32.238.137,1,4168.0,21.0,1.9049859199823764e-07,Normal
202.43.117.233,1,4106.0,20.0,2.6927584646944017e-07,Normal
202.43.56.3,1,3017.0,18.0,5.902306823630869e-07,Normal
202.54.111.157,1,4094.0,23.0,2.592496490534225e-06,Normal
202.54.65.188,1,3461.0,13.0,2.0766232474062886e-07,Normal
202.61.52.40,1,4098.0,17.0,5.437536169469784e-07,Normal
202.63.227.147,1,2782.0,20.0,3.6410703166199476e-07,Normal
202.67.253.182,1,4014.0,23.0,2.596387262617196e-06,Normal
202.68.174.152,1,4057.0,21.0,1.7619106250222675e-07,Normal
202.68.237.248,1,3218.0,0.0,6.090871844264531e-07,Normal
202.74.17.246,1,4111.0,0.0,7.573471266173371e-07,Normal
202.79.248.187,1,2779.0,20.0,3.6477509298423397e-07,Normal
202.85.96.124,1,4803.0,19.0,3.522564289433343e-07,Normal
202.98.90.218,1,4155.0,16.0,3.794197073065852e-07,Normal
202a:6774:9ecd:bf28:b792:d00d:ddd:c234,1,3473.0,4.0,2.705139261743224e-06,Normal
203.103.180.249,1,3893.0,1.0,1.7252846264691488e-07,Normal
203.107.115.116,1,5539.0,15.0,6.469303975960618e-07,Normal
203.107.230.203,1,3460.0,17.0,6.198076169306631e-07,Normal
203.109.114.124,1,2806.0,20.0,3.587619563599747e-07,Normal
203.112.63.120,1,4069.0,14.0,2.0043318358974148e-07,Normal
203.112.97.144,1,4061.0,20.0,2.65845446966121e-07,Normal
203.113.206.104,1,3280.0,2.0,3.3346968774039304e-07,Normal
203.115.228.23,1,3154.0,22.0,1.590190931251562e-07,Normal
203.117.66.91,1,3384.0,16.0,2.785641719143335e-07,Normal
203.119.152.45,1,4069.0,10.0,2.593628528038142e-07,Normal
203.12.253.49,1,4069.0,16.0,3.6081261693798266e-07,Normal
203.120.9.27,1,2762.0,2.0,5.735031389491348e-07,Normal
203.122.232.121,1,3869.0,19.0,2.447892126261998e-07,Normal
203.122.234.87,1,3353.0,14.0,2.604276608570496e-07,Normal
203.126.5.80,1,2824.0,2.0,5.390926867065225e-07,Normal
203.130.111.40,1,3462.0,11.0,1.6843328935565188e-07,Normal
203.132.144.68,1,4097.0,17.0,5.437612151985361e-07,Normal
203.136.218.227,1,4085.0,13.0,2.027685274074781e-07,Normal
203.14.10.201,1,3920.0,20.0,2.5807217300070995e-07,Normal
203.149.113.134,1,2780.0,20.0,3.645321853750601e-07,Normal
203.15.31.17,1,3389.0,21.0,1.5087774174872336e-07,Normal
203.156.190.120,1,4046.0,19.0,2.498647966773982e-07,Normal
203.158.190.77,1,3888.0,11.0,1.6260702351681792e-07,Normal
203.161.164.2,1,6211.0,12.0,8.022997358222593e-07,Normal
203.163.250.235,1,3937.0,22.0,4.4912756090705057e-07,Normal
203.167.209.206,1,4095.0,0.0,7.528789843388239e-07,Normal
203.171.152.111,1,2809.0,16.0,3.0042871844319184e-07,Normal
203.173.177.23,1,4043.0,16.0,3.555273941630537e-07,Normal
203.178.143.95,1,3418.0,13.0,2.1128114549627459e-07,Normal
203.181.184.185,1,3605.0,12.0,1.5064096937013124e-07,Normal
203.182.70.230,1,3894.0,23.0,2.6050016440325613e-06,Normal
203.200.3.112,1,4026.0,18.0,6.519695043436998e-07,Normal
203.206.22.235,1,2949.0,6.0,5.932607407976718e-07,Normal
203.207.125.0,1,3446.0,20.0,2.656829253719446e-07,Normal
203.21.227.255,1,4136.0,18.0,6.73549975630899e-07,Normal
203.215.236.168,1,3293.0,20.0,2.7926833723604234e-07,Normal
203.220.196.231,1,4046.0,0.0,7.396089948996002e-07,Normal
203.224.242.213,1,5466.0,12.0,4.5967992454540027e-07,Normal
203.229.135.110,1,6558.0,0.0,2.208736919257242e-06,Normal
203.229.219.170,1,4037.0,11.0,1.7033990365179905e-07,Normal
203.229.96.176,1,4160.0,22.0,6.317572299355927e-07,Normal
203.230.16.39,1,5775.0,17.0,8.174766785374883e-07,Normal
203.232.225.252,1,4686.0,16.0,5.351515504397627e-07,Normal
203.233.159.73,1,3541.0,21.0,1.4746191903008798e-07,Normal
203.234.167.255,1,3984.0,3.0,3.6828536735595644e-07,Normal
203.234.42.242,1,4105.0,13.0,2.041091989589069e-07,Normal
203.235.94.33,1,3536.0,0.0,6.379640499009918e-07,Normal
203.237.99.138,1,5285.0,13.0,4.429996686821216e-07,Normal
203.248.234.127,1,4041.0,2.0,1.7568770902882398e-07,Normal
203.32.219.190,1,5338.0,20.0,5.444169752822714e-07,Normal
203.39.149.177,1,911.0,2.0,2.318336283979815e-06,Normal
203.44.248.107,1,3385.0,16.0,2.785992267595238e-07,Normal
203.45.155.65,1,4068.0,18.0,6.598765670352397e-07,Normal
203.46.234.253,1,4017.0,19.0,2.485806124167351e-07,Normal
203.49.177.209,1,3414.0,19.0,2.646689518838866e-07,Normal
203.5.66.71,1,2731.0,9.0,5.189952132098485e-07,Normal
203.58.6.14,1,6089.0,13.0,7.858856534071867e-07,Normal
203.61.117.80,1,2971.0,14.0,3.465601279315485e-07,Normal
203.61.119.33,1,3895.0,13.0,1.9483389230436905e-07,Normal
203.64.54.198,1,6528.0,12.0,9.856107123024128e-07,Normal
203.67.142.45,1,3421.0,15.0,1.0041025503235004e-07,Normal
203.71.148.138,1,3433.0,16.0,2.805472625080752e-07,Normal
203.78.135.67,1,2356.0,18.0,6.836997073482035e-07,Normal
203.8.144.191,1,3441.0,20.0,2.66032502743403e-07,Normal
203.80.53.10,1,4103.0,3.0,3.380571811144684e-07,Normal
203.84.202.255,1,4126.0,20.0,2.709600724837527e-07,Normal
203.85.218.214,1,3824.0,5.0,3.18935965104107e-07,Normal
203.87.92.123,16,2712.0,16.875,4.666410252969711e-05,Anomaly
203.92.225.122,1,2779.0,17.0,8.116004050502479e-07,Normal
203.94.132.82,1,3434.0,21.0,1.4931212469763815e-07,Normal
203.95.117.147,1,2804.0,14.0,3.9606530816859455e-07,Normal
203.99.149.67,1,4009.0,14.0,2.0038720399299277e-07,Normal
2031:7ca3:a9bd:250b:b02c:72d4:66ae:46b3,1,4018.0,14.0,2.0033991138395903e-07,Normal
2031:c51e:271f:e05e:e6df:a0c3:c10b:295d,1,2983.0,1.0,2.2200579298953673e-07,Normal
204.0.60.151,1,2950.0,5.0,4.584723362116137e-07,Normal
204.100.93.248,1,3904.0,22.0,4.2585754926133585e-07,Normal
204.119.254.254,1,2779.0,2.0,5.63924481934519e-07,Normal
204.14.187.55,1,3778.0,22.0,3.456559457431904e-07,Normal
204.141.110.117,1,4084.0,21.0,1.7941191191079252e-07,Normal
204.143.23.113,1,3391.0,22.0,1.8834694430133146e-07,Normal
204.143.58.23,1,5263.0,12.0,3.8788142693048437e-07,Normal
204.153.37.172,1,4046.0,13.0,2.004598681121343e-07,Normal
204.155.90.67,1,3781.0,20.0,2.549331933778977e-07,Normal
204.16.157.189,1,3447.0,14.0,2.4503711092748136e-07,Normal
204.169.186.101,1,5301.0,19.0,4.905674840596852e-07,Normal
204.17.254.97,1,5502.0,15.0,6.276673754718853e-07,Normal
204.175.151.111,1,2739.0,23.0,2.8667037682098525e-06,Anomaly
204.175.187.246,1,5239.0,20.0,5.094549092573206e-07,Normal
204.178.96.87,1,3941.0,13.0,1.9599851106947934e-07,Normal
204.181.14.135,1,2740.0,23.0,2.8662193425924752e-06,Anomaly
204.182.89.41,1,4042.0,15.0,1.4262737626708276e-07,Normal
204.183.140.20,1,3395.0,17.0,6.332020195414641e-07,Normal
204.185.245.144,1,4065.0,15.0,1.460755007074274e-07,Normal
204.19.13.190,1,3863.0,18.0,6.253030183684147e-07,Normal
204.190.23.54,1,3437.0,3.0,6.111362026808999e-07,Normal
204.196.110.144,1,3013.0,14.0,3.352104036787105e-07,Normal
204.198.190.122,1,5218.0,5.0,6.235246058415174e-07,Normal
204.206.216.192,1,3289.0,21.0,1.5609166556757573e-07,Normal
204.212.218.199,1,3249.0,22.0,1.645954615051507e-07,Normal
204.22.154.231,1,3438.0,21.0,1.4919214387645738e-07,Normal
204.226.149.19,1,4635.0,12.0,2.2460352954911256e-07,Normal
204.228.231.129,1,3416.0,5.0,3.522318384066538e-07,Normal
204.235.6.212,1,2963.0,13.0,2.7579017637111643e-07,Normal
204.243.253.235,1,4054.0,12.0,1.5313133240837093e-07,Normal
204.246.90.187,1,2781.0,10.0,3.496017116292499e-07,Normal
204.251.105.150,1,4057.0,7.0,4.2183791292229434e-06,Anomaly
204.30.76.80,1,2354.0,23.0,3.036618002286714e-06,Anomaly
204.46.233.120,1,4093.0,13.0,2.0328131702870003e-07,Normal
204.49.150.16,1,3918.0,15.0,1.2635305144458866e-07,Normal
204.51.99.119,1,3186.0,18.0,5.833748205206342e-07,Normal
204.52.243.79,1,3586.0,1.0,1.6145042591757214e-07,Normal
204.61.83.212,1,4071.0,1.0,1.918406748090319e-07,Normal
204.63.220.214,1,3389.0,16.0,2.787419840050686e-07,Normal
204.68.188.69,1,3493.0,18.0,5.886892261793915e-07,Normal
204.70.175.115,1,4064.0,14.0,2.0036381388518897e-07,Normal
204.74.76.31,1,808.0,17.0,2.0163106625517886e-06,Normal
204.74.98.231,1,3340.0,11.0,1.7773951715323694e-07,Normal
204.75.151.19,1,3449.0,11.0,1.6925414219447572e-07,Normal
204.77.69.86,1,3170.0,22.0,1.593850102321683e-07,Normal
204.85.254.22,1,5582.0,12.0,5.048555901816914e-07,Normal
204.87.32.32,1,5347.0,19.0,5.061897563710063e-07,Normal
204.95.175.144,1,4056.0,1.0,1.8985881168655158e-07,Normal
2049:3307:e6ec:b354:90a3:7d95:dcee:7d75,1,5538.0,2.0,5.356996122701635e-07,Normal
205.0.49.47,1,3911.0,14.0,2.0230567259175457e-07,Normal
205.105.255.83,1,3254.0,11.0,1.8635870339383841e-07,Normal
205.111.221.163,1,3412.0,23.0,2.6728700249115798e-06,Normal
205.114.37.144,1,2622.0,21.0,2.509111298353535e-07,Normal
205.117.121.97,1,3919.0,17.0,5.55001778905484e-07,Normal
205.117.55.28,1,3973.0,20.0,2.6045690043643497e-07,Normal
205.12.124.247,1,3438.0,12.0,1.615007034389874e-07,Normal
205.12.202.54,1,3167.0,19.0,2.954344784254093e-07,Normal
205.123.10.210,1,2806.0,1.0,2.605604436917954e-07,Normal
205.126.144.192,1,3455.0,21.0,1.48721388731768e-07,Normal
205.133.26.45,1,4270.0,18.0,7.03788547136327e-07,Normal
205.142.165.3,1,7221.0,14.0,1.4895029361556196e-06,Normal
205.144.135.100,1,3941.0,15.0,1.290923665501816e-07,Normal
205.144.83.43,1,3298.0,5.0,3.722465522610694e-07,Normal
205.146.156.37,1,3923.0,21.0,1.6275227765545932e-07,Normal
205.154.47.102,1,4047.0,0.0,7.398759342127117e-07,Normal
205.162.104.47,1,3387.0,11.0,1.7375497345885373e-07,Normal
205.165.227.158,1,3939.0,8.0,2.6934757584712533e-07,Normal
205.167.29.230,1,4072.0,11.0,1.7291011307677318e-07,Normal
205.169.127.108,1,3894.0,2.0,1.8816858924940857e-07,Normal
205.17.59.211,1,4340.0,6.0,3.5643844216536925e-07,Normal
205.177.94.90,1,4100.0,20.0,2.6879689601230124e-07,Normal
205.180.185.250,1,3777.0,22.0,3.4510090105861476e-07,Normal
205.181.165.21,1,3433.0,14.0,2.471695684842325e-07,Normal
205.191.218.220,1,4091.0,13.0,2.031465436776998e-07,Normal
205.191.232.232,1,3443.0,21.0,1.4904209827428677e-07,Normal
205.196.82.184,1,4075.0,18.0,6.612445670316526e-07,Normal
205.206.222.135,1,3915.0,21.0,1.6208629059422911e-07,Normal
205.220.174.132,1,3416.0,1.0,1.674637178619319e-07,Normal
205.223.120.85,1,3437.0,2.0,2.8198128762385813e-07,Normal
205.226.61.64,1,3758.0,15.0,1.1112574384672884e-07,Normal
205.231.135.167,1,3486.0,18.0,5.883037624294694e-07,Normal
205.231.41.130,1,2782.0,13.0,3.1477974441798227e-07,Normal
205.232.242.191,1,4082.0,2.0,1.7374406066879715e-07,Normal
205.235.194.16,1,4272.0,20.0,2.860407645579514e-07,Normal
205.240.217.99,1,3375.0,20.0,2.712965173652124e-07,Normal
205.246.164.18,1,4068.0,9.0,4.066936845258582e-07,Normal
205.247.130.151,1,3988.0,20.0,2.6124377425602794e-07,Normal
205.247.35.149,1,4072.0,2.0,1.7415005645650105e-07,Normal
205.247.6.57,1,2741.0,15.0,1.674102003808115e-07,Normal
205.248.208.46,8,4679.5,5.625,4.0996989997878155e-05,Anomaly
205.25.1.192,1,5130.0,12.0,3.458693959127917e-07,Normal
205.34.95.79,2,3774.5,21.5,7.025321118685547e-06,Anomaly
205.41.188.106,1,3947.0,13.0,1.9617879111875482e-07,Normal
205.48.143.75,1,2807.0,21.0,2.1410471897758612e-07,Normal
205.48.236.244,1,3867.0,2.0,1.9138687472908958e-07,Normal
205.51.14.102,1,4099.0,23.0,2.5922945221387177e-06,Normal
205.58.136.95,1,4240.0,1.0,2.1894591873142836e-07,Normal
205.59.139.252,1,3438.0,23.0,2.667936111581643e-06,Normal
205.68.103.119,1,3904.0,15.0,1.2476647610670167e-07,Normal
205.74.202.234,1,2710.0,4.0,3.322823730490776e-06,Anomaly
205.74.218.163,1,4041.0,22.0,5.288896965225977e-07,Normal
205.76.246.31,1,4067.0,15.0,1.4638875390667442e-07,Normal
205.76.30.225,1,4270.0,13.0,2.1847259541689555e-07,Normal
205.77.246.98,1,4037.0,11.0,1.7033990365179905e-07,Normal
205.78.240.25,1,5207.0,5.0,6.185851261920091e-07,Normal
205.82.2.7,2,3148.0,8.0,2.694571567867864e-06,Normal
205.85.250.168,1,3443.0,3.0,6.07522978380175e-07,Normal
205.90.91.175,2,6323.5,9.0,2.542943670223054e-06,Normal
2059:9106:4535:8455:edb1:5617:51ee:dedb,1,4200.0,16.0,3.8989338075582485e-07,Normal
206.0.66.76,2,3175.0,10.5,3.2455784056390027e-06,Anomaly
206.1.198.58,1,3512.0,18.0,5.897368934887673e-07,Normal
206.100.171.86,1,4265.0,17.0,5.402693405675863e-07,Normal
206.106.88.222,1,4093.0,3.0,3.402576818278644e-07,Normal
206.11.170.251,1,4607.0,22.0,1.128115778835366e-06,Normal
206.110.116.182,1,5838.0,2.0,7.138261560954163e-07,Normal
206.115.233.25,1,3454.0,23.0,2.6649011804591598e-06,Normal
206.117.90.92,1,3625.0,13.0,1.977242210148275e-07,Normal
206.123.114.29,1,3760.0,23.0,2.6185880582445137e-06,Normal
206.124.250.196,1,5207.0,1.0,5.372027110890721e-07,Normal
206.129.112.209,1,3436.0,23.0,2.668251598309067e-06,Normal
206.131.172.188,1,5125.0,17.0,6.303260647361528e-07,Normal
206.134.145.158,1,4063.0,6.0,3.5310158934228405e-07,Normal
206.143.214.72,1,4071.0,14.0,2.0044894861941076e-07,Normal
206.146.104.26,1,4090.0,17.0,5.441082155164757e-07,Normal
206.149.254.57,1,3777.0,15.0,1.125778058854173e-07,Normal
206.155.212.97,1,3508.0,1.0,1.6313670940626216e-07,Normal
206.159.233.25,1,2779.0,17.0,8.116004050502479e-07,Normal
206.165.223.159,1,4087.0,17.0,5.442333706188851e-07,Normal
206.168.212.116,1,3439.0,22.0,2.0052562797811037e-07,Normal
206.19.4.3,1,3445.0,14.0,2.45315134240931e-07,Normal
206.192.171.216,1,4047.0,15.0,1.4335652913758236e-07,Normal
206.194.133.201,1,3403.0,3.0,6.319010517957926e-07,Normal
206.198.3.231,1,3940.0,7.0,4.2335743637276545e-06,Anomaly
206.200.202.45,1,3872.0,21.0,1.5874419605357516e-07,Normal
206.208.62.166,1,4028.0,15.0,1.4059938548265522e-07,Normal
206.228.108.158,64,6230.15625,13.25,1.4407313670148403e-05,Anomaly
206.232.125.129,1,3411.0,14.0,2.5063856490654157e-07,Normal
206.24.242.5,1,5504.0,18.0,1.1838646201068524e-06,Normal
206.242.241.175,52,19357.365384615383,14.346153846153847,0.00011967578737881412,Anomaly
206.26.151.55,1,3916.0,3.0,3.89200989843082e-07,Normal
206.3.55.182,1,5320.0,14.0,4.108785335715982e-07,Normal
206.40.52.99,1,4076.0,23.0,2.593226495101903e-06,Normal
206.46.166.22,1,5107.0,12.0,3.3901948613680976e-07,Normal
206.49.191.114,1,3391.0,12.0,1.6569943082619697e-07,Normal
206.6.160.209,1,4329.0,0.0,8.247149855917322e-07,Normal
206.62.34.137,1,3508.0,1.0,1.6313670940626216e-07,Normal
206.66.85.107,1,5688.0,23.0,2.8170052717899633e-06,Anomaly
206.85.34.228,1,3912.0,23.0,2.6035284291723676e-06,Normal
206.86.185.160,1,2844.0,14.0,3.8357935411612894e-07,Normal
206.86.41.126,1,4079.0,16.0,3.628905195567238e-07,Normal
206.90.127.31,1,4051.0,15.0,1.4398371608481638e-07,Normal
206.96.133.163,1,4076.0,1.0,1.9252513163893028e-07,Normal
206.99.238.250,1,2787.0,16.0,3.0290652971721394e-07,Normal
2063:23be:e1ee:3829:7271:3803:106b:32de,1,2837.0,11.0,2.522319184930971e-07,Normal
2063:cdef:1482:37fc:fdf8:925a:d000:e756,1,3968.0,23.0,2.5992574690470235e-06,Normal
2065:483d:f9c3:7cc1:940c:e19c:9286:dba0,1,3922.0,18.0,6.341699587054035e-07,Normal
206d:b59c:62c9:8ec:43d1:cfc5:6c35:ee1b,1,4093.0,10.0,2.6127979860886706e-07,Normal
207.104.82.221,1,5636.0,10.0,6.564093530468835e-07,Normal
207.108.202.160,1,4035.0,14.0,2.0031948383395684e-07,Normal
207.109.255.58,1,4102.0,16.0,3.6772597842674086e-07,Normal
207.11.103.74,1,3946.0,15.0,1.2965875033667977e-07,Normal
207.112.214.45,1,4095.0,21.0,1.8077105677550397e-07,Normal
207.117.42.70,1,7807.0,17.0,2.0559269482204823e-06,Normal
207.119.216.127,1,5714.0,14.0,5.596145090314774e-07,Normal
207.133.167.27,1,4148.0,16.0,3.7786811690358545e-07,Normal
207.143.160.37,1,3425.0,23.0,2.6703839618104242e-06,Normal
207.145.91.21,1,3387.0,19.0,2.673639441628747e-07,Normal
207.146.150.241,1,3455.0,19.0,2.6093774560563044e-07,Normal
207.146.77.134,1,4267.0,1.0,2.2406927921246045e-07,Normal
207.15.178.102,1,5613.0,12.0,5.174478377972066e-07,Normal
207.15.68.28,1,4128.0,11.0,1.7756307542970126e-07,Normal
207.150.232.255,1,3920.0,14.0,2.0205574892394841e-07,Normal
207.152.22.4,1,2778.0,17.0,8.119268202830814e-07,Normal
207.154.152.154,1,4259.0,18.0,7.011667492494907e-07,Normal
207.155.78.213,2,3609.0,21.0,5.598208142581902e-06,Anomaly
207.158.160.234,1,2910.0,5.0,4.709696660581534e-07,Normal
207.16.214.185,1,2759.0,13.0,3.2024052062657605e-07,Normal
207.163.121.124,1,3198.0,17.0,6.799801029818936e-07,Normal
207.172.25.65,1,2813.0,21.0,2.1304218989495495e-07,Normal
207.173.66.140,1,3819.0,15.0,1.161603580727292e-07,Normal
207.18.246.210,1,4262.0,22.0,7.298087574433189e-07,Normal
207.196.125.71,1,4033.0,18.0,6.532136953396457e-07,Normal
207.203.89.198,1,4212.0,22.0,6.806298787446432e-07,Normal
207.206.85.217,1,3918.0,18.0,6.33571621509804e-07,Normal
207.207.40.90,1,4107.0,14.0,2.009344299481614e-07,Normal
207.211.225.247,1,3424.0,0.0,6.248508795072846e-07,Normal
207.221.181.216,1,3456.0,22.0,2.0532211732723322e-07,Normal
207.227.234.14,1,4055.0,12.0,1.5319007286648483e-07,Normal
207.238.219.102,1,3448.0,10.0,2.555703846598315e-07,Normal
207.244.146.48,1,4089.0,14.0,2.0063885926093768e-07,Normal
207.250.194.83,14,11926.285714285714,14.285714285714286,4.8153808365427274e-05,Anomaly
207.31.161.165,1,892.0,11.0,1.091637577645203e-06,Normal
207.40.89.60,1,3912.0,13.0,1.951832467688345e-07,Normal
